blurry,low_contrast,brightness,clearness_score,contrast_score,filepath,v0,v1,v2,v3,v4,weather,scene,timeofday
False,False,102.84833666571718,24.37733691023363,0.4410101960784314,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f0efd9-e900c6e5.jpg,False,False,False,False,False,clear,city street,daytime
False,False,49.43058017586506,6.647835700270334,0.440748431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f20aa0-3401c3bf.jpg,False,False,False,False,False,clear,city street,night
False,False,62.74696766896293,11.357790848907609,0.4872719607843138,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f20aa0-50213047.jpg,False,False,False,False,False,clear,city street,night
False,False,111.8514012604984,22.20906514374688,0.477746862745098,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f25ff6-1ddb7e43.jpg,False,False,False,False,False,partly cloudy,residential,daytime
False,False,128.53621259595008,9.394858910592555,0.465368431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f4491b-846d8cb2.jpg,False,False,False,False,False,partly cloudy,highway,daytime
False,False,99.52215689582222,15.774033885826526,0.4820890196078431,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f4491b-97465266.jpg,False,False,False,False,False,clear,city street,daytime
False,False,139.6179318202559,10.653418290420417,0.4351041176470588,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f4491b-dd8dfed5.jpg,True,False,False,False,False,overcast,highway,daytime
False,False,152.1277556694312,39.06809859504377,0.4199658823529412,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f62c41-ed0c6521.jpg,True,True,True,True,True,clear,residential,daytime
True,False,34.63826927136482,2.413667015430002,0.2120662745098039,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f6c103-5ce1f3c6.jpg,True,False,False,False,False,clear,highway,night
True,False,41.37892108196005,4.07676328267631,0.3518588235294118,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f6c103-8b75ea3e.jpg,False,False,False,False,False,clear,city street,night
False,False,59.14444616517746,9.193306584376138,0.4332580588235304,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f6c103-b00e8aad.jpg,True,False,False,False,False,clear,city street,night
True,False,156.35740093417365,4.837848619128344,0.4581390196078431,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1f85377-44885085.jpg,True,True,True,True,True,overcast,highway,daytime
True,False,111.11369536019704,2.3408687593915527,0.3860525196078438,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1fbaab8-68db7df7.jpg,False,True,True,True,True,clear,highway,dawn/dusk
False,False,43.23970463924986,7.914754117613233,0.4515021568627451,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1fbf878-b31a8293.jpg,True,True,True,True,True,clear,city street,night
False,False,97.31236650875869,28.292143817627977,0.4681994117647058,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1fc95c9-cb2882c7.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,112.29169789336189,24.19875110241525,0.4798231372549019,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1ff4656-0435391e.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,123.97491217347938,31.156495282744338,0.481218431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b1ff4656-94ee8536.jpg,True,False,False,False,True,clear,highway,daytime
True,False,26.47227714740568,4.738057343245911,0.2880991568627479,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b200b84e-4a792877.jpg,True,True,False,True,False,clear,city street,night
False,False,90.8872679430204,18.049711700853138,0.4565060784313726,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b200e97a-bf074435.jpg,False,False,False,False,False,overcast,residential,daytime
False,False,47.1790363557087,5.738869468990052,0.4519441176470588,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20234fd-822029be.jpg,False,False,False,False,False,clear,city street,night
False,False,117.2830088061585,21.55581118583588,0.4535578431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b202cae2-672e61c5.jpg,False,False,False,False,False,clear,highway,daytime
False,False,104.68067304935708,11.479981264487444,0.422018431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2036451-aa924fd1.jpg,False,False,False,False,False,rainy,residential,dawn/dusk
False,False,115.74771111780969,32.627406290158355,0.4842174509803921,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2046bcf-8bc6a044.jpg,False,False,False,False,False,snowy,city street,daytime
False,False,108.80634425046252,34.92683040866256,0.4785319607843137,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b204a5c1-05981158.jpg,False,False,False,False,False,snowy,city street,daytime
False,False,107.88234288247978,23.91615413384807,0.4810696078431372,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b204a5c1-fa3d5b88.jpg,False,False,False,False,False,snowy,city street,daytime
False,False,113.06022811388917,18.32818633556985,0.4766607843137255,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b205eb4d-f84aaa1a.jpg,True,False,False,True,False,clear,highway,daytime
True,False,75.23085792061092,3.602387591626836,0.4592564705882352,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2064e61-2beadd45.jpg,True,False,True,True,True,rainy,highway,night
False,False,45.96410174509983,6.201440060245727,0.4245664117647072,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b206a78b-99f405ab.jpg,False,False,False,True,False,clear,city street,night
True,False,35.286448812648125,2.680397885457901,0.2249396078431372,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2080dc7-f9b98a5f.jpg,True,True,True,True,True,clear,city street,night
False,False,88.99232583800466,17.178015183937323,0.4709764705882353,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20841f9-cef732d5.jpg,True,True,False,False,False,clear,highway,daytime
False,False,91.27163491453334,10.751752836235708,0.4834992156862745,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-64b9cdb8.jpg,True,False,False,False,False,clear,highway,daytime
False,False,93.5775834732197,27.66485504793123,0.414435294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-650e674d.jpg,False,False,False,False,False,clear,residential,daytime
False,False,115.71073848023016,31.99727964977017,0.4245284901960786,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-6e2b9e73.jpg,False,False,False,False,False,clear,highway,daytime
False,False,118.78911310654686,24.620948710602008,0.427395294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-7767e6b6.jpg,True,False,False,False,False,clear,city street,daytime
False,False,131.7821356109693,20.95359252135788,0.4210119607843138,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-bd242bf0.jpg,False,False,False,False,False,clear,highway,daytime
False,False,134.65881044497235,23.48010333720724,0.4302315,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-ca16c907.jpg,False,False,False,False,False,clear,highway,daytime
False,False,166.14221558818187,16.571957561566506,0.4204643137254902,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-e31380a7.jpg,False,False,False,False,False,clear,highway,daytime
False,False,122.11067639556823,28.003849051818115,0.4223398039215686,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b69d2-ffc1d6af.jpg,True,True,True,True,True,clear,residential,daytime
False,False,109.00017422421828,10.99366725995237,0.4526509803921568,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20b9c19-91e01a50.jpg,True,True,True,True,True,overcast,highway,daytime
True,False,122.1956879045067,4.7079042384870045,0.4422194117647059,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20d494a-cdebe83e.jpg,False,False,False,False,False,clear,highway,daytime
True,False,34.966635370834865,3.770000985752005,0.4162991568627464,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20eae11-18cd8ca2.jpg,True,False,True,False,True,rainy,highway,night
False,False,46.42972011662883,7.965923494026385,0.4431372549019608,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20eae11-6817ba7a.jpg,False,False,False,False,True,rainy,city street,night
False,False,80.20403522647766,14.385654252740784,0.4899509803921569,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b20ff95c-b9444127.jpg,True,False,True,True,True,clear,city street,daytime
True,False,30.488387817578943,4.456822353059387,0.3270527450980392,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2102d00-5eb86b71.jpg,False,False,False,True,True,clear,city street,night
True,False,25.90056429288473,3.3608768912429348,0.247375294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2102d00-a8c09be1.jpg,True,False,False,False,False,clear,city street,night
True,False,48.00489072269865,4.654009819784889,0.306808431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2131b7b-e58faab7.jpg,True,False,True,True,True,clear,city street,night
False,False,98.70003014355522,16.370764963070837,0.4326703333333346,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b213e4eb-09c01a17.jpg,True,False,False,False,False,partly cloudy,city street,daytime
False,False,40.93655426900035,9.535917741872757,0.4301501372549047,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b21547c1-796757ac.jpg,True,False,True,True,True,clear,city street,night
False,False,136.544120439635,12.927131786512229,0.4257509803921568,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2169b74-fa197951.jpg,True,True,True,True,True,clear,highway,daytime
False,False,58.19400166296556,12.80611347257392,0.4924211764705882,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2194b15-1825056a.jpg,True,False,False,False,False,clear,city street,night
False,False,65.1461596004458,20.289533906019887,0.483503137254902,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b21bfb83-ea32f716.jpg,False,False,False,False,True,clear,city street,night
True,False,36.15110770651792,4.102965813262548,0.3185849019607842,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b21c68e6-65674a17.jpg,False,False,False,False,False,clear,city street,night
False,False,79.05452180983012,28.445342205174835,0.4691968627450981,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b21c86ac-0dc77d82.jpg,False,False,False,False,False,overcast,city street,dawn/dusk
False,False,83.09090839954314,19.06236212651749,0.4511707843137255,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b21c86ac-71205084.jpg,False,False,False,False,False,overcast,city street,dawn/dusk
True,True,10.999419713516389,0.9544583423139548,0.0931503921568627,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b21d5efb-5e2cd743.jpg,False,False,False,False,False,clear,city street,night
False,False,98.81889622965886,16.77490207905727,0.4847645098039216,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b222c329-5dc8dbf7.jpg,False,False,False,False,False,partly cloudy,city street,daytime
True,False,48.55992253014125,2.439811752691759,0.3980729705882418,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b229488e-e4714bb7.jpg,True,False,True,False,True,clear,highway,night
False,False,115.69184667531336,19.916368225806465,0.4680286274509804,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b22a4d9f-48b2e986.jpg,True,False,False,False,True,partly cloudy,highway,daytime
False,False,141.8009919257676,30.388907629268488,0.4327454901960784,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b22a4d9f-73cc8810.jpg,True,False,False,False,True,partly cloudy,city street,daytime
False,False,32.9269452041788,6.18896938359091,0.2942894019607889,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b22f174d-a19c875e.jpg,False,False,False,False,False,clear,city street,night
False,False,116.5362448596942,36.34604215663422,0.4396323529411765,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b22f385b-5d7e5202.jpg,False,False,False,False,False,overcast,city street,daytime
True,False,19.509565278311666,2.695335768662739,0.2378415392156898,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b230a7b2-c881c382.jpg,True,True,True,True,True,clear,city street,night
False,False,97.46249524109774,11.818128110211214,0.4241539215686274,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b231a630-c4522992.jpg,False,False,False,False,False,clear,city street,daytime
True,False,18.085770628746623,2.434163986457758,0.2361615686274509,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2331b83-648e56ca.jpg,True,True,True,True,True,clear,highway,night
False,False,108.44760506227364,8.244647674141747,0.4617929411764706,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2331b83-a28e6b57.jpg,True,False,False,False,False,clear,city street,daytime
True,True,26.782249225439685,1.6792882432993603,0.1448611764705882,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23a79d1-43dfeecd.jpg,False,False,False,False,False,clear,highway,night
True,False,116.1723029123099,4.7218162335874165,0.4855790196078431,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23a79d1-e434acaa.jpg,False,False,False,False,False,partly cloudy,highway,dawn/dusk
True,False,16.73370173920017,2.502408718647452,0.2273792941176526,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23adb0d-72704b27.jpg,True,False,False,True,True,clear,highway,night
False,False,161.04252084929237,10.925241908871634,0.3971309803921568,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23b2649-1a78948d.jpg,False,False,False,False,False,partly cloudy,city street,daytime
False,False,126.89071324998226,87.75896885995459,0.4567139215686275,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23b2649-6af03cd5.jpg,False,False,False,False,False,overcast,residential,daytime
True,False,25.486815881874136,3.773416101163453,0.2555302549019624,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23c9e00-b425de1b.jpg,True,True,True,True,True,clear,highway,night
True,False,15.68530036163048,2.675316115555612,0.2262198039215686,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23d2079-0c019d8e.jpg,True,True,True,True,True,clear,city street,night
True,False,51.40702026808406,4.478633706194105,0.2280694117647059,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b23fe89b-c704fe97.jpg,False,False,False,False,False,clear,highway,night
False,False,110.87530569897558,25.92444614407621,0.4664027450980392,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24071b8-b3ee1196.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,110.31439036733656,14.761138544905704,0.4630837254901961,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2408e45-984ba5aa.jpg,False,False,False,False,True,overcast,highway,daytime
False,False,142.63375027308956,12.46294858001879,0.4731145098039216,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b242929f-3051abca.jpg,False,False,False,False,False,snowy,highway,daytime
False,False,74.63138580155585,7.308652488467115,0.3829095196078466,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b242f6b2-0033bdfb.jpg,False,False,False,False,False,clear,city street,night
False,False,57.88276945526816,5.245955483417527,0.4548,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b242f6b2-eaa39345.jpg,False,False,False,False,False,clear,city street,night
True,False,34.81308599025266,3.6233631910880657,0.3181495196078436,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b242f6b2-f5da110f.jpg,False,False,False,False,True,clear,city street,night
True,True,21.53111976394001,3.151438868744696,0.1202535490196088,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24380ab-63272e5a.jpg,True,True,True,True,True,clear,city street,night
True,False,45.89829983895783,2.47395601422754,0.3860814313725492,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24380ab-6dbeb908.jpg,False,True,False,True,False,rainy,highway,night
True,True,19.340457859401976,0.9695015435419028,0.0979429411764705,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24380ab-855e9c00.jpg,True,False,True,True,True,clear,city street,night
True,False,28.558214164889858,2.3552735996603147,0.2265283431372568,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24380ab-c07680d1.jpg,True,True,True,True,True,clear,city street,night
True,True,11.41237674097468,2.142693087865301,0.1299762745098054,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2443c9d-8cc3991f.jpg,False,False,False,False,False,clear,residential,night
True,False,19.403730748915248,1.9080370167163525,0.2489333333333333,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b245b306-ca3dca4e.jpg,True,True,True,True,True,clear,highway,night
False,False,123.72286019935306,11.080120786239728,0.4564723529411765,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b245e52e-0a0e4e69.jpg,True,False,False,False,False,clear,highway,daytime
False,False,103.8313389730358,18.77217762032336,0.4376978431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b245e52e-aaeeb959.jpg,True,False,False,False,False,clear,city street,dawn/dusk
False,False,44.51743924506526,7.613273854211611,0.4564492156862745,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b246c8e8-3dd42e6c.jpg,False,False,False,False,False,clear,city street,night
True,True,12.99323636695492,1.1404247194381971,0.1018570588235294,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b246c8e8-4dd36bfc.jpg,True,True,True,True,True,snowy,residential,night
True,False,29.96836171160085,3.0475929403176285,0.2906166666666667,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b246c8e8-ecce1321.jpg,False,False,False,False,False,clear,highway,night
False,False,104.8800272674729,27.787745353339883,0.4169837254901961,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24702e3-0456c83c.jpg,True,False,False,False,False,clear,highway,daytime
False,False,105.7003836620087,27.768369589038542,0.444655294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24702e3-e6f33768.jpg,False,False,False,False,False,clear,highway,daytime
False,False,110.71806534606552,25.72798551931426,0.4570177254902017,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24702e3-f56e0731.jpg,True,False,False,False,False,clear,highway,daytime
False,False,121.74479770171524,34.692218797663486,0.4818098039215686,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2490dcb-7469cbe8.jpg,False,False,False,False,True,snowy,city street,daytime
True,False,46.49269664060678,3.909537299888756,0.4648250686274546,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b249e7f2-92d2efad.jpg,False,False,False,False,False,clear,highway,night
True,False,33.96703359761949,1.6307672503871378,0.3692723529411764,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b249e7f2-d619bd69.jpg,False,False,False,False,False,clear,city street,night
False,False,173.96443198756648,12.779341286950498,0.4573,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24b3585-221ac8ac.jpg,False,False,False,False,False,clear,highway,daytime
False,False,29.77676162347473,10.861452799491888,0.39928811764706,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24bdca1-e4f0c558.jpg,True,True,True,True,True,clear,city street,night
True,True,15.767990033268529,1.5954822458263211,0.1189158823529411,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24c9ee6-e43a6e8b.jpg,False,False,False,False,False,clear,highway,night
False,False,125.76405616103848,7.542769491137971,0.4778474509803921,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24d283f-33783d1b.jpg,True,False,False,False,True,overcast,city street,daytime
False,False,95.54657294509909,10.001318665313432,0.4719874509803921,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24f03f7-ff66eaca.jpg,False,False,False,False,False,clear,city street,night
False,False,143.03573440117108,28.868666961029263,0.4113156862745098,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b24f7455-e8c55d6a.jpg,True,False,True,False,True,clear,city street,daytime
True,True,15.481494207736109,2.715021951276196,0.1143051568627452,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b2505382-2905b23c.jpg,True,False,False,False,False,clear,city street,night
